,rate,payload_size,message_size,n_messages,confirm,blosc,random,n_pilots,mean_delay,drop_rate,actual_rate,send_jitter,delay_jitter
0,0.0,1048632.0,1224827.0,5000,False,True,True,1,0.082065,0.0,20.110608345902463,0.001067,0.009441
1,0.0,524344.0,612799.0,5000,False,True,True,1,0.024915,0.0,39.145071635481095,0.001374,0.014616
2,0.0,131128.0,153751.0,5000,False,True,True,1,16.688122,0.0,146.11338398597312,0.001119,2.958956
3,0.0,16440.0,19867.0,5000,False,True,True,1,3.918895,0.0,637.7551020408164,7.8e-05,0.442057
4,0.0,28.0,402.0,5000,False,True,True,1,1.399147,0.0,1818.181818181818,0.00101,0.210527
