,rate,payload_size,message_size,n_messages,confirm,blosc,random,n_pilots,mean_delay,drop_rate,actual_rate,send_jitter,delay_jitter
0,0.0,1048632.0,1398576.0,5000,False,False,False,1,0.086141,0.0,20.549071181982576,0.001612,0.013547
1,0.0,524344.0,699520.0,5000,False,False,False,1,0.031927,0.0,38.654812524159254,0.001444,0.015183
2,0.0,131128.0,175232.0,5000,False,False,False,1,17.667925,0.0,140.76576576576576,0.001457,2.088819
3,0.0,16440.0,22312.0,5000,False,False,False,1,3.923425,0.0,634.5177664974619,0.001033,0.354419
4,0.0,28.0,403.0,5000,False,False,False,1,1.434037,0.0,1727.1157167530225,5.2e-05,0.291998
