,rate,payload_size,message_size,n_messages,confirm,blosc,random,n_pilots,mean_delay,drop_rate,actual_rate,send_jitter,delay_jitter
0,0.0,1048632.0,6287.0,5000,False,True,False,1,2.761205,0.0,161.75994823681657,0.001057,2.569779
1,0.0,524344.0,3543.0,5000,False,True,False,1,9.377329,0.0,260.1456815816857,8.5e-05,4.364585
2,0.0,131128.0,1479.0,5000,False,True,False,1,3.608038,0.0,690.1311249137336,0.001024,0.910104
3,0.0,16440.0,875.0,5000,False,True,False,1,2.529246,0.0,984.2519685039371,6.5e-05,0.333429
4,0.0,28.0,402.0,5000,False,True,False,1,1.473706,0.0,1683.5016835016834,0.000942,0.268054
